"rep"	"auc"	"tree_depth"	"maxdepth"	"dataset_name"
2	0.921333679177192	7	7	"Churn_top"
3	0.935559866962306	7	7	"Churn_top"
4	0.945855740004676	7	7	"Churn_top"
5	0.91936553030303	7	7	"Churn_top"
6	0.894709935282977	7	7	"Churn_top"
7	0.907991472317333	7	7	"Churn_top"
8	0.93324102047667	7	7	"Churn_top"
9	0.944908666925768	7	7	"Churn_top"
10	0.930454163705666	7	7	"Churn_top"
11	0.90999400077637	7	7	"Churn_top"
12	0.934700495530509	7	7	"Churn_top"
13	0.93134236453202	7	7	"Churn_top"
14	0.941690775790954	7	7	"Churn_top"
15	0.924200994318182	7	7	"Churn_top"
16	0.928081546519953	7	7	"Churn_top"
17	0.952140281874795	7	7	"Churn_top"
18	0.885063634601718	7	7	"Churn_top"
19	0.935157309903741	7	7	"Churn_top"
20	0.888555422168868	7	7	"Churn_top"
21	0.937696322985957	7	7	"Churn_top"
22	0.930438252707065	7	7	"Churn_top"
23	0.913725337081576	7	7	"Churn_top"
24	0.941947116984045	7	7	"Churn_top"
25	0.940519409716629	7	7	"Churn_top"
26	0.93265163737845	7	7	"Churn_top"
27	0.902106786180612	7	7	"Churn_top"
28	0.911002924876847	7	7	"Churn_top"
29	0.95039295858968	7	7	"Churn_top"
30	0.948415945756371	7	7	"Churn_top"
1	0.958767146874821	8	8	"Churn_top"
2	0.881695219809974	8	8	"Churn_top"
3	0.926274246862171	8	8	"Churn_top"
4	0.936403740490279	8	8	"Churn_top"
5	0.914925373134328	8	8	"Churn_top"
6	0.930777346185201	8	8	"Churn_top"
7	0.904584176788124	8	8	"Churn_top"
8	0.897908286403862	8	8	"Churn_top"
9	0.930190554126724	8	8	"Churn_top"
10	0.922080671913047	8	8	"Churn_top"
11	0.863703212036025	8	8	"Churn_top"
12	0.908879332152795	8	8	"Churn_top"
13	0.93250998003992	8	8	"Churn_top"
14	0.91165603541427	8	8	"Churn_top"
15	0.916540212443096	8	8	"Churn_top"
16	0.923382337848933	8	8	"Churn_top"
17	0.912640787044494	8	8	"Churn_top"
18	0.903203253284072	8	8	"Churn_top"
19	0.894292897396036	8	8	"Churn_top"
20	0.952185341402286	8	8	"Churn_top"
21	0.942853695324284	8	8	"Churn_top"
22	0.930613205793797	8	8	"Churn_top"
23	0.907224833454342	8	8	"Churn_top"
24	0.929894556853805	8	8	"Churn_top"
25	0.925427417899675	8	8	"Churn_top"
26	0.92867657127208	8	8	"Churn_top"
27	0.926573903131079	8	8	"Churn_top"
28	0.927226796407186	8	8	"Churn_top"
29	0.948078604741547	8	8	"Churn_top"
30	0.919493212669683	8	8	"Churn_top"
1	0.899203619909502	9	9	"Churn_top"
2	0.924107948394082	9	9	"Churn_top"
3	0.897103465722236	9	9	"Churn_top"
4	0.915228833350762	9	9	"Churn_top"
5	0.923058596495408	9	9	"Churn_top"
6	0.948604517335635	9	9	"Churn_top"
7	0.94568637191588	9	9	"Churn_top"
8	0.937724787800317	9	9	"Churn_top"
9	0.922225770822521	9	9	"Churn_top"
10	0.892283226321369	9	9	"Churn_top"
11	0.906578312982834	9	9	"Churn_top"
12	0.896149032921556	9	9	"Churn_top"
13	0.927813809332492	9	9	"Churn_top"
14	0.959502414573018	9	9	"Churn_top"
15	0.935250824595087	9	9	"Churn_top"
16	0.908773673135375	9	9	"Churn_top"
17	0.931849086617406	9	9	"Churn_top"
18	0.89792706952309	9	9	"Churn_top"
19	0.932332151185387	9	9	"Churn_top"
20	0.891625236742424	9	9	"Churn_top"
21	0.905379188712522	9	9	"Churn_top"
22	0.935557852574456	9	9	"Churn_top"
23	0.94225641025641	9	9	"Churn_top"
24	0.938769189661873	9	9	"Churn_top"
25	0.930488434827527	9	9	"Churn_top"
26	0.923318939712382	9	9	"Churn_top"
27	0.94118860367014	9	9	"Churn_top"
28	0.921313447770617	9	9	"Churn_top"
29	0.903699100378788	9	9	"Churn_top"
30	0.889351432880845	9	9	"Churn_top"
1	0.881338885555987	10	10	"Churn_top"
2	0.876046294131401	10	10	"Churn_top"
3	0.941430324956393	10	10	"Churn_top"
4	0.929943893170691	10	10	"Churn_top"
5	0.90328101410797	10	10	"Churn_top"
6	0.943203619909502	10	10	"Churn_top"
7	0.887977749004939	10	10	"Churn_top"
8	0.926331535537349	10	10	"Churn_top"
9	0.902944383860414	10	10	"Churn_top"
10	0.929592273366343	10	10	"Churn_top"
11	0.886438701034738	10	10	"Churn_top"
12	0.91777018668466	10	10	"Churn_top"
13	0.920820210872244	10	10	"Churn_top"
14	0.920830053984547	10	10	"Churn_top"
15	0.929804804804805	10	10	"Churn_top"
16	0.91339701099263	10	10	"Churn_top"
17	0.916082974137931	10	10	"Churn_top"
18	0.885972678977991	10	10	"Churn_top"
19	0.911667654269348	10	10	"Churn_top"
20	0.932783193029095	10	10	"Churn_top"
21	0.923302056248508	10	10	"Churn_top"
22	0.92805698600855	10	10	"Churn_top"
23	0.925584043120469	10	10	"Churn_top"
24	0.925882628010288	10	10	"Churn_top"
25	0.893961889174655	10	10	"Churn_top"
26	0.936690789149806	10	10	"Churn_top"
27	0.938733777173597	10	10	"Churn_top"
28	0.915917904095337	10	10	"Churn_top"
29	0.941060729847495	10	10	"Churn_top"
30	0.918868365676876	10	10	"Churn_top"
1	0.908692417184265	11	11	"Churn_top"
2	0.915809475854793	11	11	"Churn_top"
3	0.880514366223208	11	11	"Churn_top"
4	0.926491477272727	11	11	"Churn_top"
5	0.906978818283166	11	11	"Churn_top"
6	0.905854899812862	11	11	"Churn_top"
7	0.905900829616842	11	11	"Churn_top"
8	0.901379129087589	11	11	"Churn_top"
9	0.9219280756166	11	11	"Churn_top"
10	0.916493802175563	11	11	"Churn_top"
11	0.915169972408767	11	11	"Churn_top"
12	0.916762373160746	11	11	"Churn_top"
13	0.897456921234838	11	11	"Churn_top"
14	0.896360089186176	11	11	"Churn_top"
15	0.914788403086275	11	11	"Churn_top"
16	0.915451382346661	11	11	"Churn_top"
17	0.923887310606061	11	11	"Churn_top"
18	0.912817365462885	11	11	"Churn_top"
19	0.908405970991989	11	11	"Churn_top"
20	0.891401037805782	11	11	"Churn_top"
21	0.91519205869659	11	11	"Churn_top"
22	0.9	11	11	"Churn_top"
23	0.906275140788415	11	11	"Churn_top"
24	0.915903608526559	11	11	"Churn_top"
25	0.897970536096338	11	11	"Churn_top"
26	0.910116755302891	11	11	"Churn_top"
27	0.907734149454199	11	11	"Churn_top"
28	0.908651457831786	11	11	"Churn_top"
29	0.922508981403212	11	11	"Churn_top"
30	0.897923689947229	11	11	"Churn_top"
1	0.908925604470935	12	12	"Churn_top"
2	0.906223846797617	12	12	"Churn_top"
3	0.848551420272732	12	12	"Churn_top"
4	0.908373387300784	12	12	"Churn_top"
5	0.892837330938292	12	12	"Churn_top"
6	0.901225961236513	12	12	"Churn_top"
7	0.875444129506168	12	12	"Churn_top"
8	0.914820075757576	12	12	"Churn_top"
9	0.868880849753695	12	12	"Churn_top"
10	0.89603408718453	12	12	"Churn_top"
11	0.920469955576339	12	12	"Churn_top"
12	0.901701178275117	12	12	"Churn_top"
13	0.904700776331072	12	12	"Churn_top"
14	0.895614877172254	12	12	"Churn_top"
15	0.901145602365115	12	12	"Churn_top"
16	0.909375890567113	12	12	"Churn_top"
17	0.874998471789229	12	12	"Churn_top"
18	0.941158989598811	12	12	"Churn_top"
19	0.914690034598151	12	12	"Churn_top"
20	0.877436905932481	12	12	"Churn_top"
21	0.891914254926108	12	12	"Churn_top"
22	0.939185862376409	12	12	"Churn_top"
23	0.868024285352897	12	12	"Churn_top"
24	0.905043740573152	12	12	"Churn_top"
25	0.913109334366182	12	12	"Churn_top"
26	0.912409084540232	12	12	"Churn_top"
27	0.899721730331394	12	12	"Churn_top"
28	0.927069735850659	12	12	"Churn_top"
29	0.864577095808383	12	12	"Churn_top"
30	0.895195230301613	12	12	"Churn_top"
1	0.904076207354896	13	13	"Churn_top"
2	0.903695423636339	13	13	"Churn_top"
3	0.915589554207333	13	13	"Churn_top"
4	0.873567348557126	13	13	"Churn_top"
5	0.885993622020812	13	13	"Churn_top"
6	0.879012972852417	13	13	"Churn_top"
7	0.908830708612636	13	13	"Churn_top"
8	0.88744892433417	13	13	"Churn_top"
9	0.894526384791872	13	13	"Churn_top"
10	0.911828316610925	13	13	"Churn_top"
11	0.891660748106061	13	13	"Churn_top"
12	0.887239583333333	13	13	"Churn_top"
13	0.896121762197595	13	13	"Churn_top"
14	0.895076407561038	13	13	"Churn_top"
15	0.866685005195917	13	13	"Churn_top"
16	0.88826864624737	13	13	"Churn_top"
17	0.909941816342019	13	13	"Churn_top"
18	0.905454479207151	13	13	"Churn_top"
19	0.89179736908677	13	13	"Churn_top"
20	0.875449378157792	13	13	"Churn_top"
21	0.892575077132	13	13	"Churn_top"
22	0.894865346445327	13	13	"Churn_top"
23	0.874220735625569	13	13	"Churn_top"
24	0.882361497596762	13	13	"Churn_top"
25	0.877740769612359	13	13	"Churn_top"
26	0.897128837932375	13	13	"Churn_top"
27	0.912958145054544	13	13	"Churn_top"
28	0.895233785822021	13	13	"Churn_top"
29	0.910914158305463	13	13	"Churn_top"
30	0.890121968069739	13	13	"Churn_top"
1	0.883526039642441	14	14	"Churn_top"
2	0.866130308625692	14	14	"Churn_top"
3	0.87687125748503	14	14	"Churn_top"
4	0.883847918715175	14	14	"Churn_top"
5	0.874905596802491	14	14	"Churn_top"
6	0.916772704590818	14	14	"Churn_top"
7	0.891790956439394	14	14	"Churn_top"
8	0.873417493885772	14	14	"Churn_top"
9	0.869018499775079	14	14	"Churn_top"
10	0.892402159720507	14	14	"Churn_top"
11	0.900012225686167	14	14	"Churn_top"
12	0.89210026683087	14	14	"Churn_top"
13	0.893472609427015	14	14	"Churn_top"
14	0.860038185677859	14	14	"Churn_top"
15	0.867414781297134	14	14	"Churn_top"
16	0.908410256410256	14	14	"Churn_top"
17	0.852169474221542	14	14	"Churn_top"
18	0.907202284251465	14	14	"Churn_top"
19	0.891714192068174	14	14	"Churn_top"
20	0.903768522620982	14	14	"Churn_top"
21	0.895359281437126	14	14	"Churn_top"
22	0.894986425339367	14	14	"Churn_top"
23	0.858178458014472	14	14	"Churn_top"
24	0.887202776547039	14	14	"Churn_top"
25	0.878810975609756	14	14	"Churn_top"
26	0.865682128332275	14	14	"Churn_top"
27	0.863763353517452	14	14	"Churn_top"
28	0.90170380078637	14	14	"Churn_top"
29	0.894596354166667	14	14	"Churn_top"
30	0.883182094837603	14	14	"Churn_top"
1	0.875127526233968	15	15	"Churn_top"
2	0.888896363819839	15	15	"Churn_top"
3	0.881611933526176	15	15	"Churn_top"
4	0.887514613046528	15	15	"Churn_top"
5	0.860680352483631	15	15	"Churn_top"
6	0.881923358074674	15	15	"Churn_top"
7	0.86984793917567	15	15	"Churn_top"
8	0.890925226631089	15	15	"Churn_top"
9	0.89293869024485	15	15	"Churn_top"
10	0.902965927750411	15	15	"Churn_top"
11	0.852805397727273	15	15	"Churn_top"
12	0.864863377957088	15	15	"Churn_top"
13	0.895405602983632	15	15	"Churn_top"
14	0.834862547199774	15	15	"Churn_top"
15	0.895105783444198	15	15	"Churn_top"
16	0.861970803778335	15	15	"Churn_top"
17	0.87088879712398	15	15	"Churn_top"
18	0.885320723200527	15	15	"Churn_top"
19	0.90319138733036	15	15	"Churn_top"
20	0.890467114760014	15	15	"Churn_top"
21	0.899533759509721	15	15	"Churn_top"
22	0.879721293199554	15	15	"Churn_top"
23	0.885497135726845	15	15	"Churn_top"
24	0.865930638722555	15	15	"Churn_top"
25	0.876116474197041	15	15	"Churn_top"
26	0.905910872336117	14	15	"Churn_top"
27	0.875467558624658	15	15	"Churn_top"
28	0.921932880982945	15	15	"Churn_top"
29	0.865680767320112	15	15	"Churn_top"
30	0.898158291113241	15	15	"Churn_top"
1	0.920081676136364	16	16	"Churn_top"
2	0.855817945075758	16	16	"Churn_top"
3	0.868528068555008	16	16	"Churn_top"
4	0.874484486644608	16	16	"Churn_top"
5	0.879959974745971	16	16	"Churn_top"
6	0.904568376968541	16	16	"Churn_top"
7	0.8970189385083	16	16	"Churn_top"
8	0.862145935960591	16	16	"Churn_top"
9	0.881413419545119	16	16	"Churn_top"
10	0.890118277914614	16	16	"Churn_top"
11	0.902424820647527	16	16	"Churn_top"
12	0.903486776447106	16	16	"Churn_top"
13	0.888770707255945	16	16	"Churn_top"
14	0.876181506273336	15	16	"Churn_top"
15	0.882956855136733	16	16	"Churn_top"
16	0.867378133126764	16	16	"Churn_top"
17	0.902642038812252	16	16	"Churn_top"
18	0.862118527513103	16	16	"Churn_top"
19	0.882396741003298	16	16	"Churn_top"
20	0.850803838865456	16	16	"Churn_top"
21	0.85594512195122	16	16	"Churn_top"
22	0.907182772250238	16	16	"Churn_top"
23	0.873166051301982	16	16	"Churn_top"
24	0.883161223048202	16	16	"Churn_top"
25	0.878297464049747	16	16	"Churn_top"
26	0.908929832604359	16	16	"Churn_top"
27	0.862306165696794	16	16	"Churn_top"
28	0.879633244833151	16	16	"Churn_top"
29	0.862497707683844	16	16	"Churn_top"
30	0.890383260150702	16	16	"Churn_top"
1	0.89910827219833	17	17	"Churn_top"
2	0.875786662902448	17	17	"Churn_top"
3	0.889862536095919	17	17	"Churn_top"
4	0.853583315722739	17	17	"Churn_top"
5	0.871445737414622	17	17	"Churn_top"
6	0.893702359760829	17	17	"Churn_top"
7	0.910624486863711	17	17	"Churn_top"
8	0.878711327345309	17	17	"Churn_top"
9	0.850494955150273	17	17	"Churn_top"
10	0.913591569558337	17	17	"Churn_top"
11	0.861916066875181	17	17	"Churn_top"
12	0.881098446559076	17	17	"Churn_top"
13	0.909772376985492	17	17	"Churn_top"
14	0.895400683682155	17	17	"Churn_top"
15	0.852859721708321	17	17	"Churn_top"
16	0.887039042688081	17	17	"Churn_top"
17	0.843270376042198	17	17	"Churn_top"
18	0.867272620996025	17	17	"Churn_top"
19	0.863158885320723	17	17	"Churn_top"
20	0.852553104575163	17	17	"Churn_top"
21	0.840313123752495	17	17	"Churn_top"
22	0.905917232104652	17	17	"Churn_top"
23	0.877166193181818	17	17	"Churn_top"
24	0.879746517441057	17	17	"Churn_top"
25	0.889875839450258	17	17	"Churn_top"
26	0.87182519605363	17	17	"Churn_top"
27	0.88747422433223	17	17	"Churn_top"
28	0.861735254215389	17	17	"Churn_top"
29	0.870912599616425	17	17	"Churn_top"
30	0.880601075406478	17	17	"Churn_top"
1	0.881989402004508	17	18	"Churn_top"
2	0.866665840633402	18	18	"Churn_top"
3	0.858333230079175	18	18	"Churn_top"
4	0.858333333333333	17	18	"Churn_top"
5	0.884443138863331	18	18	"Churn_top"
6	0.898791592496234	18	18	"Churn_top"
7	0.876920274836392	18	18	"Churn_top"
8	0.85867424801851	17	18	"Churn_top"
9	0.880259085177118	17	18	"Churn_top"
10	0.882957393483709	18	18	"Churn_top"
11	0.877426639043266	18	18	"Churn_top"
12	0.855472051986475	18	18	"Churn_top"
13	0.874473604826546	18	18	"Churn_top"
14	0.874804437072849	18	18	"Churn_top"
15	0.889441287878788	18	18	"Churn_top"
16	0.873241815405818	18	18	"Churn_top"
17	0.867538511963291	18	18	"Churn_top"
18	0.904617452362111	18	18	"Churn_top"
19	0.849642398679626	17	18	"Churn_top"
20	0.847402052462475	18	18	"Churn_top"
21	0.889642518939394	18	18	"Churn_top"
22	0.856495961613345	18	18	"Churn_top"
23	0.875144716355942	18	18	"Churn_top"
24	0.888991449669646	18	18	"Churn_top"
25	0.830208333333333	18	18	"Churn_top"
26	0.871268910999046	18	18	"Churn_top"
27	0.850447802439361	18	18	"Churn_top"
28	0.865484162895928	18	18	"Churn_top"
29	0.900795118343195	18	18	"Churn_top"
30	0.887202639760801	18	18	"Churn_top"
1	0.88941381644021	19	19	"Churn_top"
2	0.875608986235196	19	19	"Churn_top"
3	0.857411822238523	19	19	"Churn_top"
4	0.86310062274664	19	19	"Churn_top"
5	0.829793079261164	19	19	"Churn_top"
6	0.895436579231046	19	19	"Churn_top"
7	0.885205751695113	18	19	"Churn_top"
8	0.870195230301613	17	19	"Churn_top"
9	0.869137670196672	19	19	"Churn_top"
10	0.884849883404586	19	19	"Churn_top"
11	0.877455324176636	19	19	"Churn_top"
12	0.871581836327345	19	19	"Churn_top"
13	0.88666561406918	19	19	"Churn_top"
14	0.868528778628648	19	19	"Churn_top"
15	0.90434696992074	18	19	"Churn_top"
16	0.890195398168684	18	19	"Churn_top"
17	0.868610550767162	19	19	"Churn_top"
18	0.883358662613982	19	19	"Churn_top"
19	0.830214251893939	19	19	"Churn_top"
20	0.834803998125878	19	19	"Churn_top"
21	0.85888962733225	18	19	"Churn_top"
22	0.86301858433006	19	19	"Churn_top"
23	0.890546003016591	19	19	"Churn_top"
24	0.853056094917031	19	19	"Churn_top"
25	0.868622776453328	19	19	"Churn_top"
26	0.908905051606428	18	19	"Churn_top"
27	0.84674267491488	19	19	"Churn_top"
28	0.866105562809519	19	19	"Churn_top"
29	0.858404933481153	19	19	"Churn_top"
30	0.869560923466602	17	19	"Churn_top"
1	0.888627199758827	20	20	"Churn_top"
2	0.882612120317038	20	20	"Churn_top"
3	0.864052618264609	18	20	"Churn_top"
4	0.868211161387632	19	20	"Churn_top"
5	0.886509235445406	17	20	"Churn_top"
6	0.840501117372717	20	20	"Churn_top"
7	0.836929938138397	19	20	"Churn_top"
8	0.905559280563692	20	20	"Churn_top"
9	0.87494490571432	20	20	"Churn_top"
10	0.861415734458096	17	20	"Churn_top"
11	0.859542850660768	19	20	"Churn_top"
12	0.894693172771816	20	20	"Churn_top"
13	0.873616686719001	20	20	"Churn_top"
14	0.864832813741671	18	20	"Churn_top"
15	0.851485558712121	20	20	"Churn_top"
16	0.842898594415345	19	20	"Churn_top"
17	0.856841391265026	20	20	"Churn_top"
18	0.889050662878788	20	20	"Churn_top"
19	0.838039215686274	19	20	"Churn_top"
20	0.879136877842071	19	20	"Churn_top"
21	0.88784860103154	19	20	"Churn_top"
22	0.866552036199095	20	20	"Churn_top"
23	0.855736316476691	20	20	"Churn_top"
24	0.853729138623179	19	20	"Churn_top"
25	0.892169423823341	20	20	"Churn_top"
26	0.882932796932162	20	20	"Churn_top"
27	0.879524856545289	18	20	"Churn_top"
28	0.862216492200328	19	20	"Churn_top"
29	0.882844968862668	20	20	"Churn_top"
30	0.893144447255249	20	20	"Churn_top"
1	0.88283210414358	21	21	"Churn_top"
2	0.857770644655891	21	21	"Churn_top"
3	0.892163335167186	20	21	"Churn_top"
4	0.846747205891853	20	21	"Churn_top"
5	0.883445754983608	19	21	"Churn_top"
6	0.889408463876549	21	21	"Churn_top"
7	0.900048229052711	21	21	"Churn_top"
8	0.883449022793285	20	21	"Churn_top"
9	0.887630208333333	20	21	"Churn_top"
10	0.897525175535846	18	21	"Churn_top"
11	0.884717892291705	18	21	"Churn_top"
12	0.871519886363636	19	21	"Churn_top"
13	0.876759956677989	21	21	"Churn_top"
14	0.872343539994943	20	21	"Churn_top"
15	0.866268779858145	21	21	"Churn_top"
16	0.875809511763218	18	21	"Churn_top"
17	0.865556561085973	20	21	"Churn_top"
18	0.856387570133794	19	21	"Churn_top"
19	0.875906550258684	21	21	"Churn_top"
20	0.853786578306519	20	21	"Churn_top"
21	0.848172060943214	21	21	"Churn_top"
22	0.862363042745768	21	21	"Churn_top"
23	0.878355788423154	21	21	"Churn_top"
24	0.857589632724446	19	21	"Churn_top"
25	0.851061504080839	17	21	"Churn_top"
26	0.838529529931699	19	21	"Churn_top"
27	0.860804411450679	21	21	"Churn_top"
28	0.875141458301071	16	21	"Churn_top"
29	0.865325850790663	20	21	"Churn_top"
30	0.858292195802088	21	21	"Churn_top"
1	0.919598052213563	20	22	"Churn_top"
2	0.872681572897185	22	22	"Churn_top"
3	0.863745686500052	18	22	"Churn_top"
4	0.897625418060201	21	22	"Churn_top"
5	0.865692309417292	19	22	"Churn_top"
6	0.867957945510043	18	22	"Churn_top"
7	0.898739064856712	21	22	"Churn_top"
8	0.895090047170366	22	22	"Churn_top"
9	0.88288947044335	19	22	"Churn_top"
10	0.902289115526226	20	22	"Churn_top"
11	0.865222209484505	22	22	"Churn_top"
12	0.860242208574872	20	22	"Churn_top"
13	0.87223287233557	19	22	"Churn_top"
14	0.822409682743444	22	22	"Churn_top"
15	0.842288879297943	21	22	"Churn_top"
16	0.854841382575758	18	22	"Churn_top"
17	0.844773051740265	20	22	"Churn_top"
18	0.873767701525054	22	22	"Churn_top"
19	0.870247828898744	22	22	"Churn_top"
20	0.869843203859597	21	22	"Churn_top"
21	0.871657183052593	22	22	"Churn_top"
22	0.850094696969697	18	22	"Churn_top"
23	0.841039652515062	18	22	"Churn_top"
24	0.85320723200527	20	22	"Churn_top"
25	0.897287818564414	21	22	"Churn_top"
26	0.884866335587489	22	22	"Churn_top"
27	0.865297134238311	22	22	"Churn_top"
28	0.838434088740754	18	22	"Churn_top"
29	0.890977819699308	19	22	"Churn_top"
30	0.895355041907439	22	22	"Churn_top"
1	0.857100896753465	21	23	"Churn_top"
2	0.891965606508876	23	23	"Churn_top"
3	0.874880186224839	23	23	"Churn_top"
4	0.874986246103063	23	23	"Churn_top"
5	0.854455003903007	20	23	"Churn_top"
6	0.862493070953437	21	23	"Churn_top"
7	0.866113849720407	23	23	"Churn_top"
8	0.875260435121536	20	23	"Churn_top"
9	0.892138021127734	20	23	"Churn_top"
10	0.866173718563148	23	23	"Churn_top"
11	0.898531609953398	23	23	"Churn_top"
12	0.881397701473927	21	23	"Churn_top"
13	0.872793513957307	21	23	"Churn_top"
14	0.887791895604396	22	23	"Churn_top"
15	0.867727359368518	22	23	"Churn_top"
16	0.892808133732535	21	23	"Churn_top"
17	0.896734201917006	22	23	"Churn_top"
18	0.877335375191424	20	23	"Churn_top"
19	0.890074381173028	19	23	"Churn_top"
20	0.86936553030303	22	23	"Churn_top"
21	0.865170931640651	19	23	"Churn_top"
22	0.881803921568627	18	23	"Churn_top"
23	0.860921248142645	23	23	"Churn_top"
24	0.86475917699322	21	23	"Churn_top"
25	0.878355788423154	19	23	"Churn_top"
26	0.846251943256899	20	23	"Churn_top"
27	0.877715825010881	22	23	"Churn_top"
28	0.872649898373984	23	23	"Churn_top"
29	0.843646452952214	22	23	"Churn_top"
30	0.841070768662232	22	23	"Churn_top"
1	0.883986845433848	20	24	"Churn_top"
2	0.870054642100437	16	24	"Churn_top"
3	0.86206334841629	23	24	"Churn_top"
4	0.837647292056451	18	24	"Churn_top"
5	0.903771276658315	22	24	"Churn_top"
6	0.843118124971473	19	24	"Churn_top"
7	0.865656696169003	19	24	"Churn_top"
8	0.897912213369607	24	24	"Churn_top"
9	0.872580318534313	20	24	"Churn_top"
10	0.894140448349377	20	24	"Churn_top"
11	0.896494510978044	20	24	"Churn_top"
12	0.876779396523997	20	24	"Churn_top"
13	0.874435240963855	18	24	"Churn_top"
14	0.860138494318182	22	24	"Churn_top"
15	0.868481595092024	21	24	"Churn_top"
16	0.859155354449472	20	24	"Churn_top"
17	0.859831657703998	20	24	"Churn_top"
18	0.882748983739837	18	24	"Churn_top"
19	0.851574048410939	19	24	"Churn_top"
20	0.850256709590575	23	24	"Churn_top"
21	0.873173042223024	19	24	"Churn_top"
22	0.884417149744591	22	24	"Churn_top"
23	0.871487179487179	19	24	"Churn_top"
24	0.851621935756551	18	24	"Churn_top"
25	0.893611445316688	23	24	"Churn_top"
26	0.867284895921956	23	24	"Churn_top"
27	0.875637631169841	21	24	"Churn_top"
28	0.887238023952096	22	24	"Churn_top"
29	0.844245232755523	23	24	"Churn_top"
30	0.84349593495935	24	24	"Churn_top"
1	0.887907095634796	24	25	"Churn_top"
2	0.879062709531708	23	25	"Churn_top"
3	0.903444989106754	20	25	"Churn_top"
4	0.864533221780659	20	25	"Churn_top"
5	0.853081413778529	24	25	"Churn_top"
6	0.86135771780303	21	25	"Churn_top"
7	0.855031260768966	20	25	"Churn_top"
8	0.877799550313399	24	25	"Churn_top"
9	0.882242225859247	23	25	"Churn_top"
10	0.849616519174041	20	25	"Churn_top"
11	0.876148272017837	20	25	"Churn_top"
12	0.87683405008854	22	25	"Churn_top"
13	0.864065266885909	19	25	"Churn_top"
14	0.863479338153835	24	25	"Churn_top"
15	0.891850408243851	19	25	"Churn_top"
16	0.855382758931794	19	25	"Churn_top"
17	0.897698353293413	20	25	"Churn_top"
18	0.857849117547957	21	25	"Churn_top"
19	0.89531482280727	21	25	"Churn_top"
20	0.859728589767101	22	25	"Churn_top"
21	0.875267190634352	21	25	"Churn_top"
22	0.880433650892811	21	25	"Churn_top"
23	0.861227166731442	23	25	"Churn_top"
24	0.854762495488993	20	25	"Churn_top"
25	0.875476892822026	20	25	"Churn_top"
26	0.874020416895898	18	25	"Churn_top"
27	0.866975591742409	25	25	"Churn_top"
28	0.861333054451649	21	25	"Churn_top"
29	0.833292913895048	23	25	"Churn_top"
30	0.894764902728149	21	25	"Churn_top"
1	0.866335034562956	21	26	"Churn_top"
2	0.896501702392941	19	26	"Churn_top"
3	0.859783605354851	19	26	"Churn_top"
4	0.880993876863374	19	26	"Churn_top"
5	0.874964856050382	20	26	"Churn_top"
6	0.872820032276537	18	26	"Churn_top"
7	0.862753527336861	20	26	"Churn_top"
8	0.89169838338923	18	26	"Churn_top"
9	0.850693807689957	24	26	"Churn_top"
10	0.878956825678137	24	26	"Churn_top"
11	0.866226541964668	19	26	"Churn_top"
12	0.840256282879234	20	26	"Churn_top"
13	0.885741024332142	21	26	"Churn_top"
14	0.861613128117123	19	26	"Churn_top"
15	0.866141510285096	22	26	"Churn_top"
16	0.845486880322946	20	26	"Churn_top"
17	0.879692565094636	24	26	"Churn_top"
18	0.841921597887849	23	26	"Churn_top"
19	0.862973740440846	24	26	"Churn_top"
20	0.851846803870792	24	26	"Churn_top"
21	0.850184093823152	24	26	"Churn_top"
22	0.837971838057419	20	26	"Churn_top"
23	0.859530938123752	23	26	"Churn_top"
24	0.865936730295567	19	26	"Churn_top"
25	0.847845633721767	20	26	"Churn_top"
26	0.877014720558882	22	26	"Churn_top"
27	0.841343680329275	18	26	"Churn_top"
28	0.845981393564475	20	26	"Churn_top"
29	0.869524819231182	23	26	"Churn_top"
30	0.851525154349288	19	26	"Churn_top"
1	0.872291642783446	19	27	"Churn_top"
2	0.882402531411678	19	27	"Churn_top"
3	0.868288995997869	22	27	"Churn_top"
4	0.901779788838612	22	27	"Churn_top"
5	0.868537196650162	26	27	"Churn_top"
6	0.886366205675095	20	27	"Churn_top"
7	0.832305524759793	19	27	"Churn_top"
8	0.84565864389234	21	27	"Churn_top"
9	0.852069832852169	19	27	"Churn_top"
10	0.839450544111932	23	27	"Churn_top"
11	0.898602689792369	19	27	"Churn_top"
12	0.888888888888889	19	27	"Churn_top"
13	0.876584054243629	19	27	"Churn_top"
14	0.867269261999278	22	27	"Churn_top"
15	0.888167413628824	27	27	"Churn_top"
16	0.856617803951692	20	27	"Churn_top"
17	0.855549212980956	20	27	"Churn_top"
18	0.863050496146378	22	27	"Churn_top"
19	0.864849668560606	19	27	"Churn_top"
20	0.895944589688627	25	27	"Churn_top"
21	0.879566653711621	22	27	"Churn_top"
22	0.842067790148789	24	27	"Churn_top"
23	0.838200738502853	20	27	"Churn_top"
24	0.861253249579466	18	27	"Churn_top"
25	0.874030078962983	17	27	"Churn_top"
26	0.876809488588335	21	27	"Churn_top"
27	0.853498828304574	18	27	"Churn_top"
28	0.871058238636364	21	27	"Churn_top"
29	0.878276871286631	20	27	"Churn_top"
30	0.855197586726999	20	27	"Churn_top"
1	0.867885522320563	19	28	"Churn_top"
2	0.840038347978497	22	28	"Churn_top"
3	0.888193842559445	18	28	"Churn_top"
4	0.867157190635451	21	28	"Churn_top"
5	0.859179005801279	22	28	"Churn_top"
6	0.875061536946783	20	28	"Churn_top"
